epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
137,14376.9,1.1372,0.63936,0.0034,0.90856,0.92454,0.95575,0.64841,1.18947,0.47322,0.0043,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,14686.2,1.12965,0.64345,0.00331,0.90919,0.92599,0.95574,0.64775,1.18824,0.47361,0.0043,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,14989.7,1.11324,0.6204,0.00334,0.90882,0.9252,0.95572,0.64782,1.18532,0.4751,0.00429,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,15503.6,1.12198,0.6275,0.00331,0.90633,0.92602,0.95564,0.64736,1.18422,0.47565,0.00428,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,15771.4,1.03458,0.46682,0.00354,0.9068,0.92691,0.9554,0.64899,1.18398,0.47474,0.00427,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,16036.9,0.98433,0.44356,0.00334,0.90761,0.92664,0.95614,0.64947,1.18381,0.46964,0.00428,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,16302.4,0.97217,0.43061,0.00328,0.90872,0.92788,0.95634,0.6496,1.18357,0.46826,0.00427,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,16567.8,0.95856,0.4242,0.00322,0.91091,0.92491,0.95624,0.65018,1.18177,0.4664,0.00427,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,16833,0.95848,0.41922,0.0032,0.90997,0.92932,0.95649,0.6508,1.18047,0.46688,0.00426,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,17098.3,0.94418,0.4149,0.00316,0.91078,0.92415,0.95596,0.65182,1.17988,0.46663,0.00426,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,17363.5,0.94021,0.41352,0.00313,0.90757,0.92787,0.95591,0.65226,1.17846,0.46641,0.00426,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,17628.5,0.93341,0.40828,0.00312,0.9057,0.91935,0.95592,0.65408,1.17849,0.46411,0.00425,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,17893.7,0.92295,0.39692,0.00306,0.90521,0.92334,0.9562,0.65508,1.17798,0.46323,0.00425,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,18159,0.9186,0.40005,0.00303,0.91235,0.91665,0.95651,0.65515,1.17682,0.46149,0.00424,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
